Entity Name,Entity Code,Shade Family,Hex Code,Feature Tag,Color Temperature,Tonality,Room,Popularity,Page Number,Position Number,Latest,Page URL,Complementary Shade 1 - Similar Tone,Similar Tone Hex,Complementary Shade 2 - Recommended Pairing,Recommended Pairing Hex,Complementary Shade 3 - Classic Opposite,Classic Opposite Hex,Complementary Shade 4 - Matched Tonality Opposite,Matched Tonality Opposite Hex,Suggested Wallpaper - Similar Tone,Similar Tone Wallpaper Hex,Suggested Wallpaper Link - Similar Tone,Suggested Wallpaper - Complementary,Complementary Wallpaper Hex,Suggested Wallpaper Link - Complementary,Suggested Texture - Complementary,Complementary Texture Hex,Suggested Texture Link - Complementary,Suggested Texture - Best Aesthetic Match,Best Aesthetic Match Hex,Suggested Texture Link - Best Aesthetic Match
burst of lime,7742,greens,#BACC51,,cool,medium,"living room, kitchen, hallways",815,102,7,1386,https://www.asianpaints.com/colour-catalogue/green-wall-colours/burst-of-lime.html,lime sublime-n (9802),#D3E388,colonial blue (X144),#3C5370,lineage (7189),#4F4D5A,royal robes (7158),#827AB0,Ador - Serenade - Flower Trail - Cream (AW02VH33N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH33N75.jpg,Sabyasachi Chapter 3: Heartland - Pahalgam Paisley - Indigo Moss (W150Z432S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z432S75.jpg,Lattice Mosaic (IMP1015CMB1006),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1015CMB1006.png,Metallics Madras Checks (TNB1010CMB1004),#7B6889,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1010CMB1004.jpeg
banana leaf-n,9832,greens,#A8C14F,,cool,dark,"highlight walls, balcony, verandahs",816,102,8,1385,https://www.asianpaints.com/colour-catalogue/green-wall-colours/banana-leaf-n.html,pista lime-n (9810),#CADB8F,edge of dawn (7216),#9FAED6,cranberry ice (7195),#D1CED9,festive purple-i (X180),#6C639A,Ador - Serenade - Make Your Mark - Ochre (AW02VH41N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH41N75.jpg,Sabyasachi Chapter 3: Heartland - Pahalgam Paisley - Monsoon Rose (W150Z433S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z433S75.jpg,Infinitex Terra Crescent (IMP1005CMB1006),#5E5D63,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1006.png,Argilla Earth (MSC1014CMB1009),#81848D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/MSC1014CMB1009.jpg
pleasant pistachio-n,9833,greens,#D8E29D,,cool,light,"study room, bedroom, exterior body",817,103,1,1384,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pleasant-pistachio-n.html,burst of lime (7742),#BACC51,placid blue-n (9637),#5981B6,egg plant delite (7157),#5C4F80,misty purple (7170),#C8C3D8,Sabyasachi Chapter 3: Heartland - Kamalika - Jaisalmer Rose (W150Z691S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z691S75.jpg,Sabyasachi Chapter 3: Heartland - Jaipur Valencia - Pani (W150Z686S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z686S75.jpg,Lattice Weave (IMP1016CMB1006),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1016CMB1006.png,Lithos Jaal-E-Taj (LXE1009CMB1011),#8899AD,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1009CMB1011.jpg
gooseberry green-n,9834,greens,#CDCF63,,warm,medium,"living room, kitchen, hallways",818,103,2,1383,https://www.asianpaints.com/colour-catalogue/green-wall-colours/gooseberry-green-n.html,spring sunshine (9364),#F1F0D4,persian pottery-n (9652),#3D6992,reverie (7051),#B5B4CD,intense purple (7166),#7D7CAB,Ador - Serenade - Princess Border - Pale Grey (AW02VH51N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH51N75.jpg,Sabyasachi Chapter 3: Heartland - Jaipur Valencia - Wedgewood (W150Z689S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z689S75.jpg,Calcecruda Weathered (IMP1002CMB1003),#56575B,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1003.png,Palm Weave (TNB1011CMB1002),#6D7B88,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1011CMB1002.jpeg
neón verde-n,9835,greens,#C8CD3B,,warm,medium,"living room, kitchen, hallways",819,103,3,1382,https://www.asianpaints.com/colour-catalogue/green-wall-colours/neon-verde-n.html,cucumber salad (7745),#E7E9B3,washed indigo (7272),#96B2CF,princess purple (7193),#A3A5B9,elegant grey (8232),#86878B,Ador - Serenade - Princess Border - Cream (AW02VH53N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH53N75.jpg,Sabyasachi Chapter 3: Heartland - Kamalika - Persian Sea (W150Z694S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z694S75.jpg,Calcecruda Rustic (IMP1001CMB1003),#505155,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1003.png,Dune Halo (LIC1012CMB1011),#1397CB,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1012CMB1011.jpg
dried lime-n,9836,greens,#BFBA34,,warm,dark,"highlight walls, balcony, verandahs",820,103,4,1381,https://www.asianpaints.com/colour-catalogue/green-wall-colours/dried-lime-n.html,lakeshore (7779),#EEE9C4,young bloom (7346),#BAD7E2,tiffany (7167),#9B9DC4,vintage velvet (7190),#6C6D84,Sandtales - Mystic Dream - Dune (W145Z350N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z350N75-10x10.jpeg,Magnificent South - Thousand Flowers - Peacock Blue (W151Z706N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z706N75.jpg,Calcecruda Rustic (IMP1001CMB1003),#505155,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1003.png,Tussar (TNB1015CMB1001),#124659,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1015CMB1001.jpeg
lime and lemony-n,9837,greens,#B7B639,,warm,dark,"highlight walls, balcony, verandahs",821,103,5,1380,https://www.asianpaints.com/colour-catalogue/green-wall-colours/lime-and-lemony-n.html,lemon grass (7747),#EFEECE,quiet refuge (7306),#ABC6D6,lined with lilac (7201),#9FA4C6,bluebell beauty-n (9633),#5D6BA6,Sandtales - Empire City - Dune (W145Z355N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z355N75-10x10.jpeg,Magnificent South - Thousand Flowers - Nile Blue (W151Z707N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z707N75.jpg,Lattice Mosaic (IMP1015CMB1003),#6B7084,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1015CMB1003.png,Metallics Ikkat (TNB1008CMB1004),#416B96,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1008CMB1004.jpeg
wasabi pea-n,9838,greens,#ADA643,,warm,medium,"living room, kitchen, hallways",822,103,6,1379,https://www.asianpaints.com/colour-catalogue/green-wall-colours/wasabi-pea-n.html,soft focus (7748),#F1EFD7,blank slate (7386),#B5CED3,petal soft (7208),#A4AED6,plum berry (7198),#73799F,Sandtales - Hidden Treasure - Dune (W145Z367N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z367N75-10x10.jpeg,Magnificent South - Queens Trail - Eucalyptus Blue (W151Z710N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z710N75.jpg,Terra Tide (IMP1008CMB1003),#6A6F83,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1003.png,Stucco Marble (TXT1048CMB1181),#1A87C3,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1181.jpg
chlorophyll shot-n,9839,greens,#9F973C,,warm,medium,"living room, kitchen, hallways",823,103,7,1378,https://www.asianpaints.com/colour-catalogue/green-wall-colours/chlorophyll-shot-n.html,green glade (7769),#E6E1AF,blue horizon (8272),#8DA3AE,senate purple (7192),#9699AF,elegant grey (8232),#86878B,Sandtales - Silver Wind - Sand Dune (W145Z376N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z376N75-10x10.jpeg,Magnificent South - Queens Trail - Royal Blue (W151Z711N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z711N75.jpg,Calcecruda Rustic (IMP1001CMB1002),#606165,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1002.png,HerringBone (TXT1029CMB1107),#0C304A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1029CMB1107.jpg
martini olive-n,9840,greens,#746E3F,,warm,dark,"highlight walls, balcony, verandahs",824,103,8,1377,https://www.asianpaints.com/colour-catalogue/green-wall-colours/martini-olive-n.html,spring frolic (7787),#DFDCC3,star gaze (7364),#D9E7E6,royal glimmer (7200),#9298BC,delphinium bloom-n (9641),#424F81,Ador - Serenade - Princess - Pale Brown (AW02VH01N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH01N75.jpg,Magnificent South - Crown Court - Jacobean Blue (W151Z714N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z714N75.jpg,Calcecruda Weathered (IMP1002CMB1003),#56575B,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1003.png,Delta (TXT1021CMB1078),#107B8A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1021CMB1078.jpg
aniseed green-n,9841,greens,#CABA70,,warm,light,"study room, bedroom, exterior body",825,104,1,1376,https://www.asianpaints.com/colour-catalogue/green-wall-colours/aniseed-green-n.html,touch of spring-n (3226),#E9E1BD,blue quill-n (9683),#2A6071,tar road (8245),#47484B,ice cube (7233),#B0BAC8,Sandtales - Wind and Sand - Dune (W145Z384N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z384N75-10x10.jpeg,Magnificent South - Absolute Elegance - Ivory (W151Z719N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z719N75.jpg,Calcecruda Weathered (IMP1002CMB1002),#5A5B5F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1002.png,Opaco Matt (LIC1011CMB1001),#75939E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1011CMB1001.jpg
sultry,9383,greens,#BEB57C,,warm,medium,"living room, kitchen, hallways",826,104,2,1375,https://www.asianpaints.com/colour-catalogue/green-wall-colours/sultry.html,venetian green (0262),#E1DBBE,blue lake (8262),#5E696F,imperial blue (7245),#404E7E,grape (7199),#8087AD,Sandtales - Tribal Ways - Sand Dune (W145Z386N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z386N75-10x10.jpeg,Magnificent South - Absolute Elegance - Ocean Blue (W151Z720N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z720N75.jpg,Terra Pulse (IMP1006CMB1003),#5F6478,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1006CMB1003.png,Delta (TXT1021CMB1074),#609295,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1021CMB1074.jpg
mint mayonnaise-n,9842,greens,#A8A96A,,warm,medium,"living room, kitchen, hallways",827,104,3,1374,https://www.asianpaints.com/colour-catalogue/green-wall-colours/mint-mayonnaise-n.html,new green (7724),#EBEBD6,oceans whisper (7436),#CFE6E5,orchid bloom (7168),#A2A3C6,purple heart (7206),#6977B0,Sandtales - Tribal Ways - Taupe (W145Z388N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z388N75-10x10.jpeg,Magnificent South - Last Maharaja - Eucalyptus Blue (W151Z723N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z723N75.jpg,Lattice Link (IMP1014CMB1003),#7B7E8E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1014CMB1003.png,Stucco Marble (LXE1007CMB1008),#697D8F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1007CMB1008.jpg
midday meadow-n,9843,greens,#ACA03C,,warm,dark,"highlight walls, balcony, verandahs",828,104,4,1373,https://www.asianpaints.com/colour-catalogue/green-wall-colours/midday-meadow-n.html,burst of spring (7772),#EFECD0,gauguin blue (7344),#86B8D1,lined with lilac (7201),#9FA4C6,bluebell beauty-n (9633),#5D6BA6,Sandtales - Drifting - Sand Dune (W145Z391N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z391N75-10x10.jpeg,Magnificent South - Last Maharaja - China Blue (W151Z725N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z725N75.jpg,Brushing (TXT1007CMB1026),#5A6484,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1026.jpg,Stucco Mirror (LIC1010CMB1007),#527F8E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1010CMB1007.jpg
mangrove-n,9844,greens,#948B3A,,warm,medium,"living room, kitchen, hallways",829,104,5,1372,https://www.asianpaints.com/colour-catalogue/green-wall-colours/mangrove-n.html,green wisp (7780),#F1EDD2,inkjet (7327),#55A3D3,princess purple (7193),#A3A5B9,plum berry (7198),#73799F,Sabyasachi Chapter 3: Heartland - Great Moghol Traveller - Paint Cloud (W150Z437S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z437S75.jpg,Magnificent South - Noble Earth - Ivory (W151Z727N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z727N75.jpg,Calcecruda Rustic (IMP1001CMB1002),#606165,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1002.png,Bandhej (TNB1001CMB1006),#297E8D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1001CMB1006.jpeg
fresh cilantro-n,9845,greens,#6A6E3D,,cool,dark,"highlight walls, balcony, verandahs",830,104,6,1371,https://www.asianpaints.com/colour-catalogue/green-wall-colours/fresh-cilantro-n.html,celadon (0W50),#DEE0CD,stork grey-n (K087),#8A9197,still pond (7184),#A7A7B4,rare orchid (7197),#53516F,Ador - Serenade - Fine Flower - Pale Brown (AW02VH13N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH13N75.jpg,Magnificent South - Noble Earth - Deccan Stone (W151Z728N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z728N75.jpg,Terra Tide (IMP1008CMB1006),#47464C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1006.png,Basket (TNB1003CMB1004),#214A5A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1003CMB1004.jpeg
herb paste-n,9846,greens,#626946,,cool,dark,"highlight walls, balcony, verandahs",831,104,7,1370,https://www.asianpaints.com/colour-catalogue/green-wall-colours/herb-paste-n.html,iceland (0763),#EBEDE4,dolphin dance (7384),#94B0B8,italian iris (7144),#ACA6B8,thangjing-n (9615),#625977,Ador - Serenade - Cottage Rose - Lilac (AW02VH21N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH21N75.jpg,Magnificent South - Noble Earth - China Blue (W151Z729N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z729N75.jpg,Lattice Lace (IMP1013CMB1006),#55545A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1006.png,Metallics Basket (TNB1004CMB1003),#3F4450,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1004CMB1003.jpeg
grasslands-n,9847,greens,#606040,,warm,dark,"highlight walls, balcony, verandahs",832,104,8,1369,https://www.asianpaints.com/colour-catalogue/green-wall-colours/grasslands-n.html,soft fern (7732),#EBEBD3,sea shades (9474),#B9C8C8,tiffany (7167),#9B9DC4,pantry plum (7229),#484C56,Ador - Serenade - Cottage Leaf - Royale Ivory (AW02VH26N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH26N75.jpg,Magnificent South - Splendid Summer - Eucalyptus Blue (W151Z730N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z730N75.jpg,Metallics Tussar (TNB1016CMB1001),#3B3C4A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1016CMB1001.jpeg,ZigZag (TXT1054CMB1200),#243A4A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1054CMB1200.jpg
burst of spring,7772,greens,#EFECD0,,warm,light,"study room, bedroom, exterior body",833,105,1,1368,https://www.asianpaints.com/colour-catalogue/green-wall-colours/burst-of-spring.html,mangrove-n (9844),#948B3A,lost blue (9182),#567385,deep denim-n (9648),#3E4158,hyacinth mist (7210),#C8CEE4,Replay - May Day - Tea Green (W159XE39N75),#F2EDD7,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE39N75-10x10.jpeg,Magnificent South - Splendid Summer - Peacock Blue (W151Z731N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z731N75.jpg,Terra Surge (IMP1007CMB1003),#979CB0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1003.png,Antico (LIC1013CMB1006),#6AC3E9,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1013CMB1006.jpg
hushed hue,7771,greens,#EEEBC8,,warm,light,"study room, bedroom, exterior body",834,105,2,1367,https://www.asianpaints.com/colour-catalogue/green-wall-colours/hushed-hue.html,chlorophyll shot-n (9839),#9F973C,smoke grey (6134),#708693,ladakh nights-n (9636),#3D4255,violet pond (7209),#BAC2E1,Sabyasachi Chapter 4: Paris-Calcutta - Calcutta Dust (W269LO09S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO09S75.jpg,Magnificent South - Flower Duet - Sandalwood (W151Z734N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z734N75.jpg,Lattice Kaledio (IMP1012CMB1003),#A7A9BA,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1012CMB1003.png,Opaco Matt Rain (IMP1003CMB1016),#7794A8,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1016.png
springdale,7770,greens,#E8E5B9,,warm,light,"study room, bedroom, exterior body",835,105,3,1366,https://www.asianpaints.com/colour-catalogue/green-wall-colours/springdale.html,wasabi pea-n (9838),#ADA643,starless night-n (K099),#36444D,blue berry (7213),#484C7B,purple pride (7202),#C7C8DC,Sabyasachi Chapter 4: Paris-Calcutta - Aqua Pearl (Mica) (W269LO13S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO13S75.jpg,Magnificent South - Flower Duet - China Blue (W151Z735N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z735N75.jpg,Infinitex Terra Crescent (IMP1005CMB1003),#83889C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1003.png,Stucco Mirror (LIC1010CMB1005),#9AC0DC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1010CMB1005.jpg
green glade,7769,greens,#E6E1AF,,warm,light,"study room, bedroom, exterior body",836,105,4,1365,https://www.asianpaints.com/colour-catalogue/green-wall-colours/green-glade.html,spring summer-n (9849),#D0BE34,blue dome (7405),#00637D,purple robe (7214),#6A7FB7,berry blush (7217),#B8C3E2,Sabyasachi Chapter 4: Paris-Calcutta - Gulab (W269LO24S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO24S75.jpg,Magnificent South - Distant Land - Jacobean Blue (W151Z738N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z738N75.jpg,Calcecruda Rustic (IMP1001CMB1012),#8A8B90,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1012.png,Linen (PLY1004RIM1006),#A3B7B9,https://www.asianpaints.com/content/dam/asian_paints/textures/room-shots/PLY1004RIM1006.png
